Continent,Country,Province-eng,Province-chi,Town-eng,Town-chi,Source
North America,United States 美國,Rhode Island,羅達矮倫省 又名羅達矮倫島,Providence,普羅雲進市埠 又名布罅威頓埠,"Wong, 1913"
North America,United States 美國,South Carolina,南加羅里那省,Charleston,渣李市頓埠,"Wong, 1913"
North America,United States 美國,South Dakota,南達哥達省,Deadwood,積鬱埠,"Wong, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Austin,多市頓埠,"Wong, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Beaumont,鏢滿埠,"Wong, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Dalhart,爹路血埠,"Wong, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Dallas,打罅市埠,"Wong, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,El Paso,爹路把梳埠,"Wong, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Fort Worth,伙鬱士埠,"Wong, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Galveston,加話市頓埠,"Wong, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Houston,敲市頓埠,"Wong, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,San Antonio,山日村拿埠,"Wong, 1913"
North America,United States 美國,Texas,德撒司省 又名七沙市省,Waco,役咕埠,"Wong, 1913"
North America,United States 美國,Utah,幼他省 又名夭打省,Ogden,悪頓埠,"Wong, 1913"
North America,United States 美國,Utah,幼他省 又名夭打省,Park City,柏失地埠,"Wong, 1913"
North America,United States 美國,Utah,幼他省 又名夭打省,Salt Lake City,梳力埠,"Wong, 1913"
North America,United States 美國,Virginia,維真尼亞省 又名斐真伊亞省,Norfolk,那福埠,"Wong, 1913"
North America,United States 美國,Virginia,維真尼亞省 又名斐真伊亞省,Richmond,列珠文埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,Daisy,姐市埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,Ellensburg,埃崙市僕埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,Hoquiam,浩勤埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,North Yakima,益加磨埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,Olympia,朶林跛埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,Pasco,怕市哥埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,Port Townsend,砵黨順埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,Seattle,舍路埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,South Bend,稍夫品埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,Spokane,市卜頃埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,Tacoma,地冚巴埠,"Wong, 1913"
North America,United States 美國,Washington,華盛頓省,Walla Walla,抓李抓罅埠,"Wong, 1913"
North America,United States 美國,Wisconsin,偉斯根辛省,Milwaukee,美路獲忌埠,"Wong, 1913"
North America,United States 美國,Wyoming,委阿明省,Casper,加市巴埠,"Wong, 1913"
North America,United States 美國,Wyoming,委阿明省,Cheyenne,耍衍埠,"Wong, 1913"
North America,United States 美國,Wyoming,委阿明省,Evanston,依云市頓埠,"Wong, 1913"
North America,United States 美國,Wyoming,委阿明省,Green River,企粦李巴埠,"Wong, 1913"
North America,United States 美國,Wyoming,委阿明省,Lander,蘭打埠,"Wong, 1913"
North America,United States 美國,Wyoming,委阿明省,Rock Springs,洛士丙鈴埠,"Wong, 1913"
North America,United States 美國,Wyoming,委阿明省,Sheridan,舍利進埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Hanapepe,限拿跛跛埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Hanalei,限禮拿埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Hilo,希爐埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Honolulu,檀香山正埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Honokaa,漢那加埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Kahului,加口藟埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Kapaa,加委埠 又名加把埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Koloa,高佬亞埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Lahaina,刺軒拿埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Waiahua,位亞魯埠,"Wong, 1913"
North America,United States 美國,Hawaii,美屬夏威嶼羣島,Wailuku,位碌咕埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Arequipa,,Arequipa,亞𭀖刧巴埠,"Wong, 1913"
South America,Peru 秘魯國,Ascope,,Ascope,爹市哥俾埠,"Wong, 1913"
South America,Peru 秘魯國,Callao,,Callao,介休埠,"Wong, 1913"
South America,Peru 秘魯國,Cañete,,Cañete,架益地埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Casma,,Casma,加士麻埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Cajamarca,,Cajamarca,架霞麥架埠,"Wong, 1913"
South America,Peru 秘魯國,Lima,,Casa blanca,加沙布連市埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Pasco,,Cerro de pasco,些路姊把市咕埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Huaral,,Chancay,净雞埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Chiclayo,,Chiclayo,隻記孻埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Chincha,,Chincha alta,毡乍埠,"Wong, 1913"
South America,Peru 秘魯國,Lima,,Chorrillos,掛利羅市埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Huari,,Chupan,只氷埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Chiclayo,,Eten,益定埠,"Wong, 1913"
South America,Peru 秘魯國,Huaura,,Huacho,花造埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Huánuco,,Huanuco,灣奴古 又名哇旦古,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Huaraz,,Huaraz,華拿埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Huarmey,,Huarmey,哇味埠,"Wong, 1913"
South America,Peru 秘魯國,Huaura,,Huaura,區罅埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Ilo,,Ilo,依路埠,"Wong, 1913"
South America,Peru 秘魯國,Lima,,Lima,利馬埠 又名秘魯京城 利馬京城,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Huarochirí,,Matucana,麻肚關那埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Islay,,Mollendo,磨連杜埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Mariscal Nieto,,Moquegua,木嬌華埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Santa,,Moro,磨羅埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Santa,,Nepeña,爾邊那埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Yauli,,La Oroya,娥羅也埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Pacasmayo,,Pacasmayo,百加士米玉埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Paita,,Paita,跛打埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Pisco,,Pisco,卑士古埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Piura,,Piura,票利埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Trujillo,,Salaverry,沙拉委利埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Santa,,Samanco,三民架埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Huarochirí,,San bartolome,散把多羅尾埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Huarochirí,,San mateo,山麻酒埠,"Wong, 1913"
South America,Peru 秘魯國,Chanchamayo,,San ramon,山利檬埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Sullana,,Sullana,素恩庇埠,"Wong, 1913"
South America,Peru 秘魯國,Barranca,,Supe,蘇比埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Huarochirí,,Surco,蘇咕埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Chincha,,Tambo de Mora,担步摩拿埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Tarma,,Tarma,担馬埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Trujillo,,Trujillo,道禧埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Huari,,Uco,夭架埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Ica,,Yauca Del Rosario,衣架底市埠,"Wong, 1913"
South America,Peru 秘魯國,Provincia de Espinar,,Yauri,體釐埠,"Wong, 1913"
South America,Venezuela 委內辣瑞國,,,Caracas,卡李卡市埠,"Wong, 1913"
South America,Venezuela 委內辣瑞國,Ealco,,Maracaybo,孖路基布埠,"Wong, 1913"
South America,Argentine Republic 亞瑠然丁那共和國,,,Buenos Aires,運來西利埠,"Wong, 1913"
South America,Argentine Republic 亞瑠然丁那共和國,Buenos Aires,,Mar Del Plata,馬姊巴罅打埠,"Wong, 1913"
South America,Argentine Republic 亞瑠然丁那共和國,Santa Fe,,Rosario,羅沙寮埠,"Wong, 1913"
South America,Brazil 巴西國,,,Rio de Janeiro,李刀姊振尼路,"Wong, 1913"
South America,British Guiana 英屬給亞拿,,,Georgetown,阻治滄埠 又名佐治黨,"Wong, 1913"
South America,Dutch Guiana 和蘭屬給亞拿,,,Paramaribo,巴利媽利埠,"Wong, 1913"
South America,French Guiana 法屬給亞拿,,,Cayenne,皆因埠,"Wong, 1913"
South America,Chile 智利國,,,Antofagasta,晏多化打埠,"Wong, 1913"
South America,Chile 智利國,Tacna,,Arica,亞𭀖加埠,"Wong, 1913"
South America,Chile 智利國,Tarapacia,打拿伯家省,Iquique,意機忌埠,"Wong, 1913"
South America,Chile 智利國,Tarapacia,打拿伯家省,Negreiros,爾記利勞埠,"Wong, 1913"
South America,Chile 智利國,Tarapacia,打拿伯家省,Pozo Almonte,波所亞似埠,"Wong, 1913"
South America,Chile 智利國,,,Valparaiso,窩兒吧拉所埠,"Wong, 1913"
South America,Columbia 加啉鼻國,,,Barranquilla,巴連渠罅埠,"Wong, 1913"
South America,Columbia 加啉鼻國,,,Buenaventura,布旦拿灣子罅,"Wong, 1913"
South America,Columbia 加啉鼻國,,,San Andrés,汕旦路市埠,"Wong, 1913"
South America,Columbia 加啉鼻國,,,Cauca,租馬古埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Babahoyo,話話柯玉埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Barranca,巴冷架埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Guayaquil,位亞基埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Naranja,拿令蝦埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Olón?,屋崙埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Pasaje,白沙奚埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Porto Viejo,砵度者乎萬打,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Riobamba,螺灣麻埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Santa Rosa,汕地路沙埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Ventanas,面丹那市埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Yuaguach,由話治埠,"Wong, 1913"
South America,Ecuador 厄挂多國,,,Almacén,亞尾先埠,"Wong, 1913"
Central America,Costa Rica 古斯多里加國,Comarca De Limon,,Limon,淋文埠 又名寧檬埠,"Wong, 1913"
Central America,Costa Rica 古斯多里加國,,,Matina,馬典那埠,"Wong, 1913"
Central America,Costa Rica 古斯多里加國,,,Puntarenas,泮打嗹那市埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Antigua,旦地貴埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Ayutla,底夭地埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Barberena,把罷粦那埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Chiquimula,朱兼舞刺埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Coatepeque,掘地碧埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Coban,古品埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Gualan,華冷埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Guatemala,瓜地馬拉埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,La Reforma,梨晃媽埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Rodeo,羅了埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Sanarate,散那拉地埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,Alta Verapaz,,San Cristobal,汕忌利士多華,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,San Felipe,汕非臘埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,San Jose de Barberena,山多寫地把比李那埠 又名汕多些把罷連埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,San Marcos,山媽咕埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Ocos,屋架市埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Quexaltenango,記河地能咕埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Retalhulen,列就了埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Tumbador,參罷杜埠,"Wong, 1913"
Central America,Guatemala 瓜地馬拉國,,,Zacapa,都蔴裸埠,"Wong, 1913"
Central America,Honduras 漢都刺國 又名都羅斯,,,Comayagua,古馬衣貴埠,"Wong, 1913"
Central America,Honduras 漢都刺國 又名都羅斯,,,San Juan,汕灣埠,"Wong, 1913"
Central America,Honduras 漢都刺國 又名都羅斯,,,San Pedro,汕必度路埠,"Wong, 1913"
Central America,Honduras 漢都刺國 又名都羅斯,,,Tegucigalpa,漢都城 又名地固市埠,"Wong, 1913"
Central America,Nicaragua 尼加羅瓜國,,,Bluefields,布路非埠,"Wong, 1913"
Central America,Nicaragua 尼加羅瓜國,,,Cape Gracias,加罅市埠,"Wong, 1913"
Central America,Nicaragua 尼加羅瓜國,,,León,啉文埠,"Wong, 1913"
Central America,Nicaragua 尼加羅瓜國,,,Managua,棉汝舊埠,"Wong, 1913"
Central America,Nicaragua 尼加羅瓜國,,,Matagalpa,孖打咖利巴埠,"Wong, 1913"
Central America,Nicaragua 尼加羅瓜國,,,Matagalpa?,尼加羅瓜埠,"Wong, 1913"
Central America,Nicaragua 尼加羅瓜國,,,Pearl City,珍珠埠,"Wong, 1913"
Central America,Nicaragua 尼加羅瓜國,,,Rama,罧麻埠,"Wong, 1913"
Central America,Salvador 勒法多國 又名沙花羅國,,,San Salvador,汕勒法多埠,"Wong, 1913"
Central America,Salvador 勒法多國 又名沙花羅國,,,Santa Ana,汕地旦拿埠,"Wong, 1913"
Central America,Salvador 勒法多國 又名沙花羅國,,,San Miguel,汕美澆埠,"Wong, 1913"
Central America,Salvador 勒法多國 又名沙花羅國,,,Sonsonate,汕汕那地埠,"Wong, 1913"
Central America,Republic of Panama,,,Bas Obispo,把市刀比市步埠,"Wong, 1913"
Central America,Republic of Panama,,,Bocas Del Toro,卜忌斜罅埠,"Wong, 1913"
Central America,Republic of Panama,,,Christobol,加李市度把埠,"Wong, 1913"
Central America,Republic of Panama,Canal Zone,,Colon,个耶埠,"Wong, 1913"
Central America,Republic of Panama,,,Culebra,山嘴埠,"Wong, 1913"
Central America,Republic of Panama,,,Corozal,丹懇埠,"Wong, 1913"
Central America,Republic of Panama,Canal Zone,,Emperador,店丕呀埠,"Wong, 1913"
Central America,Republic of Panama,,,Gatun,吉黨 又名瓦東埠,"Wong, 1913"
Central America,Republic of Panama,Canal Zone,,Gorgona,哥卷那埠,"Wong, 1913"
Central America,Republic of Panama,Canal Zone,,Las Cascadas,羅市卡市姐埠,"Wong, 1913"
Central America,Republic of Panama,Canal Zone,,Matachin,瑪地震埠,"Wong, 1913"
Central America,Republic of Panama,Canal Zone,,Miraflores,尾利富老利市,"Wong, 1913"
Central America,Republic of Panama,,,City of Panama,巴拿瑪埠,"Wong, 1913"
Central America,Republic of Panama,,,Paraiso,怕孻梳埠,"Wong, 1913"
Central America,Republic of Panama,,,Pedro Miguel,必度麥舊呀埠,"Wong, 1913"
Central America,Republic of Panama,,,Rio Grande,李倒加蘭姐埠,"Wong, 1913"
Central America,Republic of Panama,,,San Pablo,山巴部路埠,"Wong, 1913"
Central America,Republic of Panama,,,Santiago,山地打哥埠,"Wong, 1913"
Central America,Republic of Panama,,,Tabernilla,他步爾辣埠,"Wong, 1913"
North America,Cuba 古巴國,Camaguey,監馬輝省,Camaguey,監馬輝埠,"Wong, 1913"
North America,Cuba 古巴國,Camaguey,監馬輝省,Cespedes,些卑爹埠,"Wong, 1913"
North America,Cuba 古巴國,Camaguey,監馬輝省,Ciego de Avila,雪哥姊亞懷罅,"Wong, 1913"
North America,Cuba 古巴國,Havana,亞灣拿省,Aguacate,亞華吉地埠,"Wong, 1913"
North America,Cuba 古巴國,Havana,亞灣拿省,Alqizar,亞勞忌紗埠,"Wong, 1913"
North America,Cuba 古巴國,Havana,亞灣拿省,Havana,亞灣埠,"Wong, 1913"
North America,Cuba 古巴國,Havana,亞灣拿省,Marianao,孖李旦坭埠,"Wong, 1913"
North America,Cuba 古巴國,Havana,亞灣拿省,Nueva Gerona,佬話巴埠,"Wong, 1913"
North America,Cuba 古巴國,Havana,亞灣拿省,San Nicolas,生彌個拉埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Banaguises,丕母煨紗埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Bolondron,步弄冬埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Calimete,加厘勿地埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Cardenas,加練那市埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Cimarrones,晒嗎路尼市埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Coliseo,個厘些俄埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Colon,個郎埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Corral Falso,個罅花梳埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Cuevitas,故必打市埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Guira de Macurigeos,隈勒馬故連埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Hato Nueva,他度紐地和埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Isles de Venero,底兒市尼路埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Jaguey Grande,他桂加蘭姐埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Jovellanos,何輝恩糯埠 又名啁話罅那埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Manguito,孟基度埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Mantanzas,馬丹紗市埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Perico,卑𭀖古埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Roque,力交弓埠 又名路舊埠,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Sabanilla del Encomendador,紗板汝利路姊,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,San Jose de Los Ramos,山賀些地羅霖,"Wong, 1913"
North America,Cuba 古巴國,Mantanzas,馬丹紗市省,Union de Reyes,夭賓娣路爹市埠,"Wong, 1913"
North America,Cuba 古巴國,Pinar Del Rio,俾拿姊李柯省,Artemisa,亞打尾紗埠,"Wong, 1913"
North America,Cuba 古巴國,Pinar Del Rio,俾拿姊李柯省,Cabanas,加板拿埠,"Wong, 1913"
North America,Cuba 古巴國,Pinar Del Rio,俾拿姊李柯省,Guanajay,關丹喜埠,"Wong, 1913"
North America,Cuba 古巴國,Pinar Del Rio,俾拿姊李柯省,Pinar Del Rio,俾拿姊李刀埠,"Wong, 1913"
North America,Cuba 古巴國,Santa Clara,汕地卡罅省,Aguada de Pasajeros,拿華埠,"Wong, 1913"
North America,Cuba 古巴國,Santa Clara,汕地卡罅省,Caibarien,架拿巴嗹埠,"Wong, 1913"
North America,Cuba 古巴國,Santa Clara,汕地卡罅省,Camajuani,咁好話爾埠,"Wong, 1913"
North America,Cuba 古巴國,Santa Clara,汕地卡罅省,Cienfuegos,善灰咕市埠,"Wong, 1913"
North America,Cuba 古巴國,Santa Clara,汕地卡罅省,Gonzalez,架𭀖狽地埠,"Wong, 1913"
North America,Cuba 古巴國,Santa Clara,汕地卡罅省,Isabela de Sagua,意紗卑罅打紗舊呀埠,"Wong, 1913"
North America,Cuba 古巴國,Santa Clara,汕地卡罅省,Real Campina,監邊也埠 又名金邊尼埠,"Wong, 1913"
North America,Cuba 古巴國,Santa Clara,汕地卡罅省,Sagua La Grande,沙瓜利加蘭埠,"Wong, 1913"
North America,Cuba 古巴國,Santa Clara,汕地卡罅省,Santo Domingo,汕度租明哥埠,"Wong, 1913"
North America,Cuba 古巴國,Santiago De Cuba,汕地打哥省,Guantanamo,云丹埠 又名關丹南柯埠,"Wong, 1913"
North America,Cuba 古巴國,Santiago De Cuba,汕地打哥省,Sabana,紗板拿埠,"Wong, 1913"
North America,Cuba 古巴國,Santiago De Cuba,汕地打哥省,Santiago,汕地打哥埠,"Wong, 1913"
North America,"Jamaica, B.W.I. 英屬西印度針尾架島",,,Kingston,京市頓埠 又名頃市滄埠,"Wong, 1913"
North America,"Trinidad, B.W.I. 千里達島",,,Port of Spain,砵市品埠,"Wong, 1913"
North America,"Trinidad, B.W.I. 千里達島",,,Trinidad,千里達埠,"Wong, 1913"
North America,"Trinidad, B.W.I. 千里達島",,,Williamsville,威林市委埠,"Wong, 1913"
North America,Mexico 墨西哥,Aguascalientes,亞瓜加𭀖典地,El Tigre,姊忌利埠,"Wong, 1913"
North America,Mexico 墨西哥,Chiapas,始巴市省,Pijijiapan,庇禧了帖巴崩埠,"Wong, 1913"
North America,Mexico 墨西哥,Chiapas,始巴市省,Tapachula,搭吧味也埠,"Wong, 1913"
North America,Mexico 墨西哥,Chiapas,始巴市省,Tonla,敦打罅埠,"Wong, 1913"
North America,Mexico 墨西哥,Chiapas,始巴市省,Tuxtla Chico,卒打主咕埠,"Wong, 1913"
North America,Mexico 墨西哥,Chihuahua,周斗亞省,Chihuahua,周斗亞埠,"Wong, 1913"
North America,Mexico 墨西哥,Chihuahua,周斗亞省,Ciudad Juárez,呂宋把梳埠,"Wong, 1913"
North America,Mexico 墨西哥,Chihuahua,周斗亞省,Jiminez,針美市埠,"Wong, 1913"
North America,Mexico 墨西哥,Chihuahua,周斗亞省,Nueva Casas Grandes,新卡市加蘭地,"Wong, 1913"
North America,Mexico 墨西哥,Chihuahua,周斗亞省,Arral,巴罅埠,"Wong, 1913"
North America,Mexico 墨西哥,Chihuahua,周斗亞省,Santa Barbara,山地巴把埠,"Wong, 1913"
North America,Mexico 墨西哥,Coahuila,高許罅省,Ciudad Porfirio Diaz,濟地裕埠,"Wong, 1913"
North America,Mexico 墨西哥,Coahuila,高許罅省,Las Esperanzas,羅耶市波冷地,"Wong, 1913"
North America,Mexico 墨西哥,Coahuila,高許罅省,Sabinas,十品拿埠,"Wong, 1913"
North America,Mexico 墨西哥,Coahuila,高許罅省,Torreon,茶苑埠,"Wong, 1913"
North America,Mexico 墨西哥,Colima,個廉罵省,Colima City,個廉罵埠,"Wong, 1913"
North America,Mexico 墨西哥,Colima,個廉罵省,Manzanillo,民成李祐埠,"Wong, 1913"
North America,Mexico 墨西哥,Durango,左冷哥省,Durango,租能咕 又名左冷哥埠,"Wong, 1913"
North America,Mexico 墨西哥,Guanajuato,嘩罅嘩打省,Guanajuato,嘩罅嘩打埠,"Wong, 1913"
North America,Mexico 墨西哥,Guadalajara,他李市哥省,Jalisco,嘩罅卡罅路埠,"Wong, 1913"
North America,Mexico 墨西哥,Lower California,下加罅寬尼省,Ensenada,宴線拿打埠,"Wong, 1913"
North America,Mexico 墨西哥,Lower California,下加罅寬尼省,Mexicali,密市卡利埠,"Wong, 1913"
North America,Mexico 墨西哥,Lower California,下加罅寬尼省,Mulege,毛梨溪埠,"Wong, 1913"
North America,Mexico 墨西哥,Federal District,聯盟縣,City of Mexico,墨西哥 又名墨京,"Wong, 1913"
North America,Mexico 墨西哥,Mexico,墨西哥省,El Oro,爹兒島路 又名El Oro,"Wong, 1913"
North America,Mexico 墨西哥,Oaxaca,惡西加省,Oaxaca,惡西加埠,"Wong, 1913"
North America,Mexico 墨西哥,Oaxaca,惡西加省,Salina Cruz,山粦打咕埠,"Wong, 1913"
North America,Mexico 墨西哥,Sinaloa,山拿拉省,Culican,故𭀖亞根埠,"Wong, 1913"
North America,Mexico 墨西哥,Sinaloa,山拿拉省,Lenceria,印所罅埠,"Wong, 1913"
North America,Mexico 墨西哥,Sinaloa,山拿拉省,Mazatlan,孖市架蘭埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Alamos,亞槑務士埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Bacum,比冚埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Cananea City,諫那尼埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Carbo,架波埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Cocori,曲個李埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Cumpas,冚罷市埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Cumuripa,冚妙李巴,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Fronteras,夫蘭姊罅市埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Guaymas,威罵士埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Hermosillo,磨斯耀埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Imuris,帶猫利市,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Llano,燕惱埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Macozari,瑪哥衣路埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Magdalena,罵架連打埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Minas Prietas,米尼必力打埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Nacori,則哥利埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Nacoxari,則咕呭里埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Navajoa,拿委賀埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Nogales,那加利埠,"Wong, 1913"
North America,Mexico 墨西哥,Sonora,山那罅省,Ortiz,愛的兆埠,"Wong, 1913"
